BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, +ACM- beacons, +ACM- IV, LAN IP, ID+AC0-length, ESSID, Key,
90:5C:44:30:67:C8, 2018+AC0-02+AC0-28 18:26:27, 2018+AC0-02+AC0-28 18:26:50,100,54, WPA2, CCMP,PSK,+AC0-84,5,0,   0.  0.  0.  0,14, FastnFurious5G, ,
F4:0F:1B:26:4A:0E, 2018+AC0-02+AC0-28 18:26:29, 2018+AC0-02+AC0-28 18:26:52,+AC0-1,54, OPN ,       ,   ,+AC0-84,4,0,   0.  0.  0.  0,17, Fontys+AF8-WiFi+AF8-Start, ,
90:5C:44:F2:7D:3D, 2018+AC0-02+AC0-28 18:26:49, 2018+AC0-02+AC0-28 18:26:49,48,54, WPA2WPA , CCMP TKIP,PSK,+AC0-84,3,0,   0.  0.  0.  0,7, HASANET, ,
70:54:D2:3F:68:CB, 2018+AC0-02+AC0-28 18:26:47, 2018+AC0-02+AC0-28 18:26:48,11,54, WPA2, CCMP TKIP,PSK,+AC0-83,2,0,   0.  0.  0.  0,9, UPC897537, ,
F2:9F:C2:7E:1B:E8, 2018+AC0-02+AC0-28 18:26:48, 2018+AC0-02+AC0-28 18:26:48,36,54, WPA2, CCMP,PSK,+AC0-83,2,0,   0.  0.  0.  0,17, WiFi Hasan Jas'an, ,
38:D8:2F:25:9B:51, 2018+AC0-02+AC0-28 18:26:50, 2018+AC0-02+AC0-28 18:26:50,+AC0-1,54, WPA2, CCMP,PSK,+AC0-83,2,0,   0.  0.  0.  0,11, H369A259B50, ,
F0:9F:C2:F2:2D:AB, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:49,40,54, WPA2, CCMP,PSK,+AC0-81,4,0,   0.  0.  0.  0,21, DENF Coffee Eindhoven, ,
DC:71:44:D0:0F:78, 2018+AC0-02+AC0-28 18:26:36, 2018+AC0-02+AC0-28 18:26:48,11,54, WPA2, CCMP TKIP,PSK,+AC0-81,2,0,   0.  0.  0.  0,12, UPC243256653, ,
90:5C:44:DA:88:DA, 2018+AC0-02+AC0-28 18:26:39, 2018+AC0-02+AC0-28 18:26:50,100,54, WPA2WPA , CCMP TKIP,PSK,+AC0-80,5,0,   0.  0.  0.  0,15, HuisjeDoon+ACY-Nies, ,
F2:F2:49:17:50:20, 2018+AC0-02+AC0-28 18:26:49, 2018+AC0-02+AC0-28 18:26:49,44,54, WPA2, CCMP,PSK,+AC0-80,2,0,   0.  0.  0.  0,6, OMG+AC0-5G, ,
18:60:24:61:C3:2A, 2018+AC0-02+AC0-28 18:26:48, 2018+AC0-02+AC0-28 18:26:48,6,54, WPA2, CCMP,PSK,+AC0-78,2,0,   0.  0.  0.  0,32, DIRECT+AC0-29+AC0-HP DeskJet 3630 series, ,
DC:53:7C:B4:79:2B, 2018+AC0-02+AC0-28 18:26:28, 2018+AC0-02+AC0-28 18:26:51,116,54, WPA2WPA , CCMP TKIP,PSK,+AC0-74,4,1,   0.  0.  0.  0,15, HuizeLotje (5G), ,
00:1D:AA:DD:FE:D0, 2018+AC0-02+AC0-28 18:26:48, 2018+AC0-02+AC0-28 18:26:48,6,54, WPA2, CCMP TKIP,PSK,+AC0-70,3,0,   0.  0.  0.  0,6, DT2860, ,
F2:9F:C2:F4:13:51, 2018+AC0-02+AC0-28 18:26:45, 2018+AC0-02+AC0-28 18:26:48,13,54, WPA2, CCMP,PSK,+AC0-67,2,0,   0.  0.  0.  0,21, Solutio 365 BV guests, ,
02:1D:AA:D1:E6:88, 2018+AC0-02+AC0-28 18:26:45, 2018+AC0-02+AC0-28 18:26:48,6,54, WPA2, CCMP,PSK,+AC0-67,1,1,   0.  0.  0.  0,12, DummyNetwork, ,
F0:F2:49:17:50:28, 2018+AC0-02+AC0-28 18:26:47, 2018+AC0-02+AC0-28 18:26:48,11,54, WPA2, CCMP,PSK,+AC0-64,2,0,   0.  0.  0.  0,3, OMG, ,
80:2A:A8:44:AE:97, 2018+AC0-02+AC0-28 18:26:47, 2018+AC0-02+AC0-28 18:26:48,11,54, WPA2, CCMP,PSK,+AC0-64,2,0,   0.  0.  0.  0,9, ActuIT040, ,
94:A7:B7:4A:E7:BC, 2018+AC0-02+AC0-28 18:27:02, 2018+AC0-02+AC0-28 18:27:02,+AC0-1,54, WPA2, CCMP,PSK,+AC0-89,2,0,   0.  0.  0.  0,12, Fijifeelgood, ,
F2:F2:49:17:D1:40, 2018+AC0-02+AC0-28 18:27:00, 2018+AC0-02+AC0-28 18:27:01,44,54, WPA2, CCMP,PSK,+AC0-87,2,0,   0.  0.  0.  0,23, DigitalPrintingStore 5G, ,
AC:86:74:6F:8A:90, 2018+AC0-02+AC0-28 18:26:49, 2018+AC0-02+AC0-28 18:27:01,48,54, OPN ,       ,   ,+AC0-86,4,0,   0.  0.  0.  0,14, HN Hotspot EHV, ,
AC:86:74:6F:8A:91, 2018+AC0-02+AC0-28 18:26:49, 2018+AC0-02+AC0-28 18:27:01,48,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,4,1,   0.  0.  0.  0,18, Hot Networkz Guest, ,
AC:86:74:6F:8A:92, 2018+AC0-02+AC0-28 18:26:49, 2018+AC0-02+AC0-28 18:27:01,48,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,4,0,   0.  0.  0.  0,16, Hot Networkz EHV, ,
54:67:51:0C:2D:D9, 2018+AC0-02+AC0-28 18:27:00, 2018+AC0-02+AC0-28 18:27:00,36,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,3,0,   0.  0.  0.  0,7, florina, ,
DC:71:44:D2:CD:20, 2018+AC0-02+AC0-28 18:27:00, 2018+AC0-02+AC0-28 18:27:01,44,54, WPA2, CCMP,PSK,+AC0-86,2,0,   0.  0.  0.  0,12, UPC503890715, ,
7C:8B:CA:A2:ED:02, 2018+AC0-02+AC0-28 18:27:00, 2018+AC0-02+AC0-28 18:27:00,36,54, WPA2WPA , CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,12, Gezana prive, ,
56:67:51:0C:2C:DC, 2018+AC0-02+AC0-28 18:27:00, 2018+AC0-02+AC0-28 18:27:00,36,54, WPA2WPA , CCMP TKIP,PSK,+AC0-84,3,0,   0.  0.  0.  0,13, Parisforshare, ,
80:2A:A8:52:70:41, 2018+AC0-02+AC0-28 18:27:00, 2018+AC0-02+AC0-28 18:27:00,36,54, WPA2, CCMP,PSK,+AC0-83,2,0,   0.  0.  0.  0,6, lankes, ,
F2:9F:C2:7D:1B:E8, 2018+AC0-02+AC0-28 18:26:48, 2018+AC0-02+AC0-28 18:26:59,6,54, WPA2, CCMP,PSK,+AC0-80,2,0,   0.  0.  0.  0,22, WiFi Hasan Jas'an gast, ,
46:D9:E7:B9:78:5C, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:26:59,5,54, WPA2WPA , CCMP,PSK,+AC0-79,2,1,   0.  0.  0.  0,12, Staff+AEA-Delete, ,
C4:EA:1D:F4:D7:29, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:27:00,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-79,1,0,   0.  0.  0.  0,12, TELE2+AC0-F4D729, ,
80:2A:A8:51:71:E5, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:27:00,6,54, WPA2, CCMP,PSK,+AC0-79,1,0,   0.  0.  0.  0,6, lankes, ,
40:0D:10:BA:4D:3F, 2018+AC0-02+AC0-28 18:27:01, 2018+AC0-02+AC0-28 18:27:01,56,54, WPA2, CCMP,PSK,+AC0-79,2,0,   0.  0.  0.  0,6, Gezana, ,
54:FA:3E:44:C9:61, 2018+AC0-02+AC0-28 18:26:58, 2018+AC0-02+AC0-28 18:26:58,3,54, WPA2, CCMP TKIP,PSK,+AC0-78,4,0,   0.  0.  0.  0,12, HZN248224694, ,
44:32:C8:A1:66:1A, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:26:59,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-78,3,0,   0.  0.  0.  0,10, UPC1449379, ,
EE:37:7A:7A:96:80, 2018+AC0-02+AC0-28 18:26:47, 2018+AC0-02+AC0-28 18:26:59,11,54, WPA2, CCMP,PSK,+AC0-77,2,0,   0.  0.  0.  0,0, , ,
98:DE:D0:A5:E9:02, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:26:59,5,54, WPA2WPA , CCMP TKIP,PSK,+AC0-76,2,0,   0.  0.  0.  0,4, anke, ,
70:4F:57:18:AC:2E, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:26:59,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-76,2,0,   0.  0.  0.  0,12, TP+AC0-Link+AF8-AC2E, ,
46:32:C8:A1:66:1C, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:26:59,11,54, WPA2, CCMP TKIP, MGT,+AC0-76,1,2,   0.  0.  0.  0,5, Ziggo, ,
E2:37:7A:7A:96:80, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:26:59,11,54, OPN ,       ,   ,+AC0-76,1,0,   0.  0.  0.  0,10,  FREE WIFI, ,
18:83:BF:D4:BC:96, 2018+AC0-02+AC0-28 18:26:57, 2018+AC0-02+AC0-28 18:26:58,8,54, WPA2, CCMP,PSK,+AC0-75,2,0,   0.  0.  0.  0,13, VGV7519D4BC96, ,
F2:9F:C2:F5:13:51, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:27:00,36,54, WPA2, CCMP,PSK,+AC0-75,6,0,   0.  0.  0.  0,14, Solutio 365 BV, ,
72:4F:57:18:AC:2E, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:26:59,11,54, OPN ,       ,   ,+AC0-75,1,1,   0.  0.  0.  0,16, Pink Public 2.4G, ,
02:9F:C2:F5:13:51, 2018+AC0-02+AC0-28 18:26:48, 2018+AC0-02+AC0-28 18:27:00,36,54, WPA2, CCMP,PSK,+AC0-74,4,0,   0.  0.  0.  0,21, Solutio 365 BV guests, ,
FC:F5:28:BA:47:7C, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:26:59,11,54, WPA2, CCMP,PSK,+AC0-74,2,0,   0.  0.  0.  0,17, Zy+AF8-private+AF8-YF7Y4X, ,
80:2A:A8:51:70:41, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:26:59,6,54, WPA2, CCMP,PSK,+AC0-74,1,0,   0.  0.  0.  0,6, lankes, ,
40:0D:10:BA:4D:39, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:26:59,11,54, WPA2, CCMP,PSK,+AC0-69,2,0,   0.  0.  0.  0,6, Gezana, ,
54:67:51:9C:37:C0, 2018+AC0-02+AC0-28 18:26:59, 2018+AC0-02+AC0-28 18:27:00,11,54, WPA2, CCMP,PSK,+AC0-68,3,0,   0.  0.  0.  0,12, Ziggo87CC66F, ,
F2:9F:C2:F5:95:FC, 2018+AC0-02+AC0-28 18:27:12, 2018+AC0-02+AC0-28 18:27:12,44,54, WPA2, CCMP,PSK,+AC0-88,2,0,   0.  0.  0.  0,4,1910, ,
C4:07:2F:49:08:AC, 2018+AC0-02+AC0-28 18:27:12, 2018+AC0-02+AC0-28 18:27:12,+AC0-1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,2,0,   0.  0.  0.  0,6, VFNL5G, ,
82:C6:AB:1E:1D:6E, 2018+AC0-02+AC0-28 18:27:08, 2018+AC0-02+AC0-28 18:27:09,13,54, WPA2, CCMP TKIP, MGT,+AC0-84,2,0,   0.  0.  0.  0,5, Ziggo, ,
CC:B2:55:96:C0:F4, 2018+AC0-02+AC0-28 18:27:09, 2018+AC0-02+AC0-28 18:27:09,13,54, WPA2, CCMP TKIP,PSK,+AC0-84,1,0,   0.  0.  0.  0,15, Rotsvast +AC0- wifi, ,
88:DC:96:0F:1C:74, 2018+AC0-02+AC0-28 18:27:10, 2018+AC0-02+AC0-28 18:27:10,10,+AC0-1, WPA ,       ,   ,+AC0-84,0,2,   0.  0.  0.  0,0, , ,
AC:22:05:F9:0D:F6, 2018+AC0-02+AC0-28 18:27:09, 2018+AC0-02+AC0-28 18:27:10,3,54, WPA2, CCMP,PSK,+AC0-83,5,0,   0.  0.  0.  0,6, Dealer, ,
1C:3A:DE:BA:E9:02, 2018+AC0-02+AC0-28 18:27:12, 2018+AC0-02+AC0-28 18:27:12,36,54, WPA2, CCMP,PSK,+AC0-83,2,0,   0.  0.  0.  0,12, HZN505812808, ,
5C:A3:9D:9C:A9:08, 2018+AC0-02+AC0-28 18:27:08, 2018+AC0-02+AC0-28 18:27:08,1,54, WPA2, CCMP TKIP,PSK,+AC0-82,2,0,   0.  0.  0.  0,12, UPC243230179, ,
54:FA:3E:4A:8A:83, 2018+AC0-02+AC0-28 18:27:09, 2018+AC0-02+AC0-28 18:27:10,3,54, WPA2, CCMP TKIP,PSK,+AC0-82,2,0,   0.  0.  0.  0,12, HZN249532628, ,
C6:4A:00:38:F7:6F, 2018+AC0-02+AC0-28 18:27:08, 2018+AC0-02+AC0-28 18:27:08,1,54, OPN ,       ,   ,+AC0-81,1,0,   0.  0.  0.  0,25, FREEWIFI Caf+//0Aw//9AKk- Wilhelmina, ,
7C:39:53:C1:0C:A8, 2018+AC0-02+AC0-28 18:26:58, 2018+AC0-02+AC0-28 18:27:10,9,+AC0-1, WPA ,       ,   ,+AC0-80,0,2,   0.  0.  0.  0,0, , ,
94:44:52:55:F9:8C, 2018+AC0-02+AC0-28 18:27:09, 2018+AC0-02+AC0-28 18:27:09,2,54, WPA2WPA , CCMP,PSK,+AC0-80,1,0,   0.  0.  0.  0,11, Belkin.498C, ,
78:24:AF:C3:8E:15, 2018+AC0-02+AC0-28 18:26:56, 2018+AC0-02+AC0-28 18:27:08,1,54, WPA2, CCMP,PSK,+AC0-73,2,0,   0.  0.  0.  0,4, ASUS, ,
AC:86:74:82:6A:42, 2018+AC0-02+AC0-28 18:27:08, 2018+AC0-02+AC0-28 18:27:20,1,54, WPA2, CCMP,PSK,+AC0-85,2,1,   0.  0.  0.  0,14, Hotel La Reine, ,
C4:07:2F:49:08:A8, 2018+AC0-02+AC0-28 18:27:09, 2018+AC0-02+AC0-28 18:27:21,2,54, WPA2WPA , CCMP TKIP,PSK,+AC0-82,2,0,   0.  0.  0.  0,7, VFNL2.4, ,
A0:0B:BA:2B:32:98, 2018+AC0-02+AC0-28 18:27:09, 2018+AC0-02+AC0-28 18:27:21,3,54, WPA2, CCMP TKIP,PSK,+AC0-81,5,0,   0.  0.  0.  0,12, UPC245224666, ,
00:02:6F:CC:CA:A0, 2018+AC0-02+AC0-28 18:27:21, 2018+AC0-02+AC0-28 18:27:21,3,54, WPA2, CCMP TKIP,PSK,+AC0-81,2,0,   0.  0.  0.  0,12, budgethotels, ,
FA:8F:CA:7B:82:78, 2018+AC0-02+AC0-28 18:27:08, 2018+AC0-02+AC0-28 18:27:20,7,54, OPN ,       ,   ,+AC0-80,4,0,   0.  0.  0.  0,0, , ,
C8:02:10:6A:73:1A, 2018+AC0-02+AC0-28 18:27:20, 2018+AC0-02+AC0-28 18:27:20,1,54, WPA2, CCMP,PSK,+AC0-75,0,0,   0.  0.  0.  0,20, LG+AF8-MusicFlow+AF8-DL+AF8-6500, ,
94:B4:0F:C9:6C:50, 2018+AC0-02+AC0-28 18:27:04, 2018+AC0-02+AC0-28 18:27:28,132,54, WPA2, CCMP,PSK,+AC0-86,6,0,   0.  0.  0.  0,2, SA, ,
DC:71:44:FA:54:B8, 2018+AC0-02+AC0-28 18:27:31, 2018+AC0-02+AC0-28 18:27:32,1,54, WPA2, CCMP TKIP,PSK,+AC0-85,2,0,   0.  0.  0.  0,12, UPC244978925, ,
80:2A:A8:11:FE:A6, 2018+AC0-02+AC0-28 18:27:31, 2018+AC0-02+AC0-28 18:27:32,1,54, WPA2, CCMP,PSK,+AC0-85,2,0,   0.  0.  0.  0,13, Wilstr03 2GHz, ,
90:5C:44:F3:D2:59, 2018+AC0-02+AC0-28 18:27:31, 2018+AC0-02+AC0-28 18:27:32,1,54, WPA2, CCMP,PSK,+AC0-78,2,0,   0.  0.  0.  0,12, ZiggoAF3C55D, ,
38:43:7D:37:87:30, 2018+AC0-02+AC0-28 18:27:31, 2018+AC0-02+AC0-28 18:27:32,1,54, WPA2, CCMP,PSK,+AC0-77,1,0,   0.  0.  0.  0,12, Ziggo7774112, ,
18:60:24:38:BD:4D, 2018+AC0-02+AC0-28 18:27:31, 2018+AC0-02+AC0-28 18:27:32,1,54, WPA2, CCMP,PSK,+AC0-77,2,0,   0.  0.  0.  0,29, DIRECT+AC0-4C+AC0-HP ENVY 4520 series, ,
44:32:C8:FE:90:1B, 2018+AC0-02+AC0-28 18:27:32, 2018+AC0-02+AC0-28 18:27:32,1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-73,1,0,   0.  0.  0.  0,10, UPC1656463, ,
46:32:C8:FE:90:1D, 2018+AC0-02+AC0-28 18:27:32, 2018+AC0-02+AC0-28 18:27:32,1,54, WPA2, CCMP TKIP, MGT,+AC0-72,2,0,   0.  0.  0.  0,5, Ziggo, ,
00:0C:F6:23:93:65, 2018+AC0-02+AC0-28 18:27:08, 2018+AC0-02+AC0-28 18:27:32,1,54, OPN ,       ,   ,+AC0-71,5,0,   0.  0.  0.  0,7, Sitecom, ,
04:BD:88:09:60:50, 2018+AC0-02+AC0-28 18:27:38, 2018+AC0-02+AC0-28 18:27:38,116,54, WPA2, CCMP, MGT,+AC0-91,2,0,   0.  0.  0.  0,9, distrik01, ,
04:BD:88:09:8B:74, 2018+AC0-02+AC0-28 18:27:39, 2018+AC0-02+AC0-28 18:27:39,132,54, WPA2, CCMP,PSK,+AC0-88,2,0,   0.  0.  0.  0,14, Gasten+AF8-monster, ,
04:BD:88:09:8B:72, 2018+AC0-02+AC0-28 18:27:39, 2018+AC0-02+AC0-28 18:27:39,132,54, WPA2, CCMP,PSK,+AC0-87,2,1,   0.  0.  0.  0,10, distrikt02, ,
04:BD:88:09:8B:70, 2018+AC0-02+AC0-28 18:27:39, 2018+AC0-02+AC0-28 18:27:39,132,54, WPA2, CCMP, MGT,+AC0-86,2,0,   0.  0.  0.  0,9, distrik01, ,
04:BD:88:09:8B:71, 2018+AC0-02+AC0-28 18:27:39, 2018+AC0-02+AC0-28 18:27:39,132,54, WPA2, CCMP,PSK,+AC0-86,2,0,   0.  0.  0.  0,15, distrikt+AF8-gasten, ,
04:BD:88:09:8B:73, 2018+AC0-02+AC0-28 18:27:39, 2018+AC0-02+AC0-28 18:27:39,132,54, WPA2, CCMP,PSK,+AC0-86,2,0,   0.  0.  0.  0,7, MONSTER, ,
54:67:51:E7:31:9D, 2018+AC0-02+AC0-28 18:27:26, 2018+AC0-02+AC0-28 18:27:38,112,54, WPA2, CCMP,PSK,+AC0-81,3,0,   0.  0.  0.  0,12, ZiggoA36F4A9, ,
04:BD:88:09:61:70, 2018+AC0-02+AC0-28 18:27:38, 2018+AC0-02+AC0-28 18:27:38,108,54, WPA2, CCMP, MGT,+AC0-80,2,0,   0.  0.  0.  0,9, distrik01, ,
04:BD:88:09:61:71, 2018+AC0-02+AC0-28 18:27:38, 2018+AC0-02+AC0-28 18:27:38,108,54, WPA2, CCMP,PSK,+AC0-80,2,0,   0.  0.  0.  0,15, distrikt+AF8-gasten, ,
04:BD:88:09:61:72, 2018+AC0-02+AC0-28 18:27:38, 2018+AC0-02+AC0-28 18:27:38,108,54, WPA2, CCMP,PSK,+AC0-80,2,0,   0.  0.  0.  0,10, distrikt02, ,
04:BD:88:09:61:73, 2018+AC0-02+AC0-28 18:27:38, 2018+AC0-02+AC0-28 18:27:38,108,54, WPA2, CCMP,PSK,+AC0-79,2,0,   0.  0.  0.  0,7, MONSTER, ,
A8:BD:27:A0:60:B2, 2018+AC0-02+AC0-28 18:27:36, 2018+AC0-02+AC0-28 18:27:48,52,54, WPA2, CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,0, , ,
A8:BD:27:A0:60:B0, 2018+AC0-02+AC0-28 18:27:36, 2018+AC0-02+AC0-28 18:27:48,52,54, WPA2, CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,0, , ,
04:BD:88:09:4D:92, 2018+AC0-02+AC0-28 18:27:39, 2018+AC0-02+AC0-28 18:27:50,124,54, WPA2, CCMP,PSK,+AC0-85,5,3,   0.  0.  0.  0,10, distrikt02, ,
30:87:D9:9E:40:AC, 2018+AC0-02+AC0-28 18:27:49, 2018+AC0-02+AC0-28 18:27:49,104,54, WPA2, CCMP TKIP, MGT,+AC0-85,3,0,   0.  0.  0.  0,9, wlan.data, ,
90:5C:44:45:9C:D3, 2018+AC0-02+AC0-28 18:27:26, 2018+AC0-02+AC0-28 18:27:50,112,54, WPA2WPA , CCMP TKIP,PSK,+AC0-83,4,0,   0.  0.  0.  0,8, Awesome1, ,
A8:BD:27:A0:60:B1, 2018+AC0-02+AC0-28 18:27:48, 2018+AC0-02+AC0-28 18:27:48,52,54, WPA2, CCMP,PSK,+AC0-83,2,0,   0.  0.  0.  0,23, SamenwerkendeTandartsen, ,
54:FA:3E:BE:8E:02, 2018+AC0-02+AC0-28 18:27:48, 2018+AC0-02+AC0-28 18:27:48,56,54, WPA2, CCMP,PSK,+AC0-83,3,0,   0.  0.  0.  0,12, HZN502295037, ,
04:BD:88:09:4D:90, 2018+AC0-02+AC0-28 18:27:39, 2018+AC0-02+AC0-28 18:27:50,124,54, WPA2, CCMP, MGT,+AC0-80,5,0,   0.  0.  0.  0,9, distrik01, ,
04:BD:88:09:4D:91, 2018+AC0-02+AC0-28 18:27:39, 2018+AC0-02+AC0-28 18:27:50,124,54, WPA2, CCMP,PSK,+AC0-78,4,0,   0.  0.  0.  0,15, distrikt+AF8-gasten, ,
04:BD:88:09:4D:93, 2018+AC0-02+AC0-28 18:27:39, 2018+AC0-02+AC0-28 18:27:50,124,54, WPA2, CCMP,PSK,+AC0-78,4,0,   0.  0.  0.  0,7, MONSTER, ,
30:87:D9:1E:3E:0C, 2018+AC0-02+AC0-28 18:27:50, 2018+AC0-02+AC0-28 18:28:01,112,54, OPN ,       ,   ,+AC0-87,3,0,   0.  0.  0.  0,14, Vitalis.Gasten, ,
30:87:D9:9E:40:A7, 2018+AC0-02+AC0-28 18:27:49, 2018+AC0-02+AC0-28 18:28:01,104,54, WPA2, CCMP,PSK,+AC0-87,2,0,   0.  0.  0.  0,0, , ,
D4:68:4D:36:2C:68, 2018+AC0-02+AC0-28 18:27:58, 2018+AC0-02+AC0-28 18:27:58,6,54, OPN ,       ,   ,+AC0-87,0,0,   0.  0.  0.  0,3, KPN, ,
30:87:D9:9E:3E:07, 2018+AC0-02+AC0-28 18:27:50, 2018+AC0-02+AC0-28 18:28:01,112,54, WPA2, CCMP,PSK,+AC0-86,2,0,   0.  0.  0.  0,0, , ,
30:87:D9:5E:3E:0D, 2018+AC0-02+AC0-28 18:27:50, 2018+AC0-02+AC0-28 18:28:01,112,54, WPA2, CCMP,PSK,+AC0-86,2,0,   0.  0.  0.  0,12, Vitalis.Ipad, ,
30:87:D9:9E:3E:0D, 2018+AC0-02+AC0-28 18:27:50, 2018+AC0-02+AC0-28 18:28:01,112,54, WPA2, CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,14, Vitalis.Divers, ,
30:87:D9:5E:40:AC, 2018+AC0-02+AC0-28 18:27:49, 2018+AC0-02+AC0-28 18:28:01,104,54, WPA2, CCMP,PSK,+AC0-85,4,0,   0.  0.  0.  0,13, Vitalis.Voice, ,
30:87:D9:1E:3E:0D, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:01,112,54, WPA2, CCMP,PSK,+AC0-85,2,0,   0.  0.  0.  0,8, wlan.pda, ,
30:87:D9:5A:DE:98, 2018+AC0-02+AC0-28 18:27:58, 2018+AC0-02+AC0-28 18:27:58,11,54, WPA2, CCMP,PSK,+AC0-84,3,0,   0.  0.  0.  0,10, CQM+AC0-guests, ,
30:87:D9:9A:DE:98, 2018+AC0-02+AC0-28 18:27:58, 2018+AC0-02+AC0-28 18:27:58,11,54, WPA2, CCMP,PSK,+AC0-83,1,0,   0.  0.  0.  0,11, CQM+AC0-LIMITED, ,
90:5C:44:47:59:F3, 2018+AC0-02+AC0-28 18:27:47, 2018+AC0-02+AC0-28 18:27:58,36,54, WPA2WPA , CCMP TKIP,PSK,+AC0-81,4,10,   0.  0.  0.  0,8, Willem65, ,
30:87:D9:1A:DE:98, 2018+AC0-02+AC0-28 18:27:58, 2018+AC0-02+AC0-28 18:27:58,11,54, WPA2, CCMP,PSK,+AC0-81,1,0,   0.  0.  0.  0,3, CQM, ,
D8:38:FC:85:B0:6C, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:01,108,54, WPA2, CCMP,PSK,+AC0-76,2,0,   0.  0.  0.  0,11, CQM+AC0-LIMITED, ,
D8:38:FC:05:B0:6C, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:01,108,54, WPA2, CCMP,PSK,+AC0-75,2,0,   0.  0.  0.  0,3, CQM, ,
D8:38:FC:45:B0:6C, 2018+AC0-02+AC0-28 18:28:01, 2018+AC0-02+AC0-28 18:28:01,108,54, WPA2, CCMP,PSK,+AC0-75,2,0,   0.  0.  0.  0,10, CQM+AC0-guests, ,
30:87:D9:5E:41:9D, 2018+AC0-02+AC0-28 18:28:12, 2018+AC0-02+AC0-28 18:28:12,60,54, WPA2, CCMP,PSK,+AC0-87,2,0,   0.  0.  0.  0,12, Vitalis.Ipad, ,
82:2A:A8:CA:66:1B, 2018+AC0-02+AC0-28 18:28:10, 2018+AC0-02+AC0-28 18:28:10,6,54, WPA2, CCMP,PSK,+AC0-68,2,0,   0.  0.  0.  0,16, Partout DNA 5Ghz, ,
FA:8F:CA:9D:A4:3C, 2018+AC0-02+AC0-28 18:28:22, 2018+AC0-02+AC0-28 18:28:22,12,54, OPN ,       ,   ,+AC0-89,2,0,   0.  0.  0.  0,0, , ,
34:97:F6:51:0A:E0, 2018+AC0-02+AC0-28 18:28:21, 2018+AC0-02+AC0-28 18:28:21,6,54, WPA2, CCMP,PSK,+AC0-87,1,1,   0.  0.  0.  0,8, dewillem, ,
D8:38:FC:85:B0:68, 2018+AC0-02+AC0-28 18:27:46, 2018+AC0-02+AC0-28 18:28:21,6,54, WPA2, CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,11, CQM+AC0-LIMITED, ,
D8:38:FC:45:B0:68, 2018+AC0-02+AC0-28 18:27:58, 2018+AC0-02+AC0-28 18:28:21,6,54, WPA2, CCMP,PSK,+AC0-82,3,0,   0.  0.  0.  0,10, CQM+AC0-guests, ,
30:87:D9:5E:3A:18, 2018+AC0-02+AC0-28 18:28:07, 2018+AC0-02+AC0-28 18:28:19,7,54, WPA2, CCMP,PSK,+AC0-80,3,0,   0.  0.  0.  0,13, Vitalis.Voice, ,
AC:16:2D:D7:36:31, 2018+AC0-02+AC0-28 18:27:57, 2018+AC0-02+AC0-28 18:28:32,9,54, WPA2WPA , CCMP TKIP,PSK,+AC0-82,4,0,   0.  0.  0.  0,13, Tonnaer+AC0-Guest, ,
AC:16:2D:D7:36:30, 2018+AC0-02+AC0-28 18:27:57, 2018+AC0-02+AC0-28 18:28:32,9,54, WPA2WPA , CCMP TKIP,PSK,+AC0-81,4,0,   0.  0.  0.  0,7, Tonnaer, ,
