BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, +ACM- beacons, +ACM- IV, LAN IP, ID+AC0-length, ESSID, Key,
8C:68:C8:90:AF:66, 2018+AC0-02+AC0-28 18:40:58, 2018+AC0-02+AC0-28 18:41:01,6,54, WPA2, CCMP,PSK,+AC0-79,3,0,   0.  0.  0.  0,11, H369A90AF66, ,
54:FA:3E:BB:1C:8F, 2018+AC0-02+AC0-28 18:40:58, 2018+AC0-02+AC0-28 18:41:01,13,54, WPA2, CCMP TKIP,PSK,+AC0-68,3,0,   0.  0.  0.  0,12, HZN240556750, ,
00:24:01:71:37:53, 2018+AC0-02+AC0-28 18:40:59, 2018+AC0-02+AC0-28 18:41:00,4,54, WPA2WPA , CCMP TKIP,PSK,+AC0-67,5,4,   0.  0.  0.  0,6, 5502JB, ,
8C:68:C8:E6:13:91, 2018+AC0-02+AC0-28 18:40:59, 2018+AC0-02+AC0-28 18:40:59,3,54, WPA2, CCMP,PSK,+AC0-75,5,0,   0.  0.  0.  0,13, Sitecom9E5EC4, ,
6A:68:C8:E6:13:92, 2018+AC0-02+AC0-28 18:40:59, 2018+AC0-02+AC0-28 18:40:59,3,54, OPN ,       ,   ,+AC0-72,2,0,   0.  0.  0.  0,7, KPN Fon, ,
D4:76:EA:09:A4:B1, 2018+AC0-02+AC0-28 18:40:59, 2018+AC0-02+AC0-28 18:40:59,3,54, WPA2, CCMP,PSK,+AC0-65,3,0,   0.  0.  0.  0,11, H369A09A4B1, ,
6A:76:EA:09:A4:B2, 2018+AC0-02+AC0-28 18:40:59, 2018+AC0-02+AC0-28 18:40:59,3,54, OPN ,       ,   ,+AC0-65,3,0,   0.  0.  0.  0,7, KPN Fon, ,
00:23:69:FE:07:11, 2018+AC0-02+AC0-28 18:40:59, 2018+AC0-02+AC0-28 18:40:59,9,54, WPA2WPA , CCMP TKIP,PSK,+AC0-75,2,0,   0.  0.  0.  0,4, veer, ,
C4:27:95:8A:0B:E4, 2018+AC0-02+AC0-28 18:41:00, 2018+AC0-02+AC0-28 18:41:01,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-70,2,0,   0.  0.  0.  0,10, UPC1948503, ,
72:68:C8:90:AF:67, 2018+AC0-02+AC0-28 18:41:01, 2018+AC0-02+AC0-28 18:41:01,6,54, OPN ,       ,   ,+AC0-84,2,0,   0.  0.  0.  0,7, KPN Fon, ,
08:95:2A:E3:BE:07, 2018+AC0-02+AC0-28 18:41:01, 2018+AC0-02+AC0-28 18:41:01,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-77,2,0,   0.  0.  0.  0,10, UPC7238382, ,
0A:95:2A:E3:BE:09, 2018+AC0-02+AC0-28 18:41:01, 2018+AC0-02+AC0-28 18:41:01,6,54, WPA2, CCMP TKIP, MGT,+AC0-79,2,0,   0.  0.  0.  0,5, Ziggo, ,
DC:71:44:BD:09:F8, 2018+AC0-02+AC0-28 18:41:01, 2018+AC0-02+AC0-28 18:41:01,6,54, WPA2, CCMP TKIP,PSK,+AC0-86,2,0,   0.  0.  0.  0,12, UPC242354173, ,
54:FA:3E:BB:1C:90, 2018+AC0-02+AC0-28 18:41:02, 2018+AC0-02+AC0-28 18:41:02,52,54, WPA2, CCMP,PSK,+AC0-75,3,0,   0.  0.  0.  0,12, HZN504884665, ,
8C:68:C8:AF:AB:20, 2018+AC0-02+AC0-28 18:41:02, 2018+AC0-02+AC0-28 18:41:02,+AC0-1,54, WPA2, CCMP,PSK,+AC0-78,3,0,   0.  0.  0.  0,11, H369AAFAB1F, ,
,,,,,,,,,,,,,,,
Station MAC, First time seen, Last time seen, Power, +ACM- packets, BSSID, Probed ESSIDs,,,,,,,,,
48:5D:60:38:E8:90, 2018+AC0-02+AC0-28 18:38:52, 2018+AC0-02+AC0-28 18:38:53,+AC0-86,3, (not associated) , zaak,,,,,,,,,
C4:36:6C:23:C6:29, 2018+AC0-02+AC0-28 18:38:14, 2018+AC0-02+AC0-28 18:38:14,+AC0-87,3, (not associated) ,,,,,,,,,,
00:D2:13:14:02:02, 2018+AC0-02+AC0-28 18:37:04, 2018+AC0-02+AC0-28 18:37:05,+AC0-75,2, (not associated) , CH,,,,,,,,,
50:01:D9:76:98:AF, 2018+AC0-02+AC0-28 18:37:05, 2018+AC0-02+AC0-28 18:37:05,+AC0-85,1, (not associated) ,,,,,,,,,,
00:0A:EB:88:B2:80, 2018+AC0-02+AC0-28 18:37:06, 2018+AC0-02+AC0-28 18:37:06,+AC0-86,1, (not associated) , CH,,,,,,,,,
98:5F:D3:DE:91:F9, 2018+AC0-02+AC0-28 18:36:53, 2018+AC0-02+AC0-28 18:36:53,+AC0-85,1, (not associated) ,,,,,,,,,,
8A:A7:BB:9A:DB:46, 2018+AC0-02+AC0-28 18:35:54, 2018+AC0-02+AC0-28 18:35:55,+AC0-87,2, (not associated) ,,,,,,,,,,
00:18:0A:35:28:AE, 2018+AC0-02+AC0-28 18:35:45, 2018+AC0-02+AC0-28 18:35:45,+AC0-87,1, 00:00:00:00:00:00,,,,,,,,,,
28:CF:E9:B6:F9:3F, 2018+AC0-02+AC0-28 18:35:45, 2018+AC0-02+AC0-28 18:35:45,+AC0-87,4, (not associated) ,,,,,,,,,,
9C:28:BF:6C:FF:7E, 2018+AC0-02+AC0-28 18:35:32, 2018+AC0-02+AC0-28 18:35:34,+AC0-77,7, (not associated) ,,,,,,,,,,
D2:97:64:F3:2F:0A, 2018+AC0-02+AC0-28 18:35:33, 2018+AC0-02+AC0-28 18:35:33,+AC0-82,2, (not associated) ,,,,,,,,,,
B0:35:9F:48:21:9B, 2018+AC0-02+AC0-28 18:35:32, 2018+AC0-02+AC0-28 18:35:34,+AC0-87,3, 02:18:1A:35:30:EC,,,,,,,,,,
08:78:08:78:F3:7E, 2018+AC0-02+AC0-28 18:34:56, 2018+AC0-02+AC0-28 18:34:56,+AC0-88,1, (not associated) ,,,,,,,,,,
AC:AF:B9:32:F7:F2, 2018+AC0-02+AC0-28 18:34:45, 2018+AC0-02+AC0-28 18:34:45,+AC0-87,2, (not associated) ,,,,,,,,,,
7C:2E:DD:6F:8D:10, 2018+AC0-02+AC0-28 18:34:46, 2018+AC0-02+AC0-28 18:34:46,+AC0-88,1, (not associated) ,,,,,,,,,,
00:AE:FA:E4:94:75, 2018+AC0-02+AC0-28 18:34:32, 2018+AC0-02+AC0-28 18:34:35,+AC0-87,9, 72:99:35:88:D4:17, KPN Fon,,,,,,,,,
A4:77:33:B9:4C:AE, 2018+AC0-02+AC0-28 18:34:23, 2018+AC0-02+AC0-28 18:34:23,+AC0-87,5, C4:EA:1D:F1:C0:5D,,,,,,,,,,
00:0E:58:75:40:01, 2018+AC0-02+AC0-28 18:33:45, 2018+AC0-02+AC0-28 18:33:45,+AC0-71,1, (not associated) , Sonos+AF8-A3mxEa7aNmNf9E90dKEpnwVplI,,,,,,,,,
DA:A1:19:40:E9:3C, 2018+AC0-02+AC0-28 18:33:46, 2018+AC0-02+AC0-28 18:33:46,+AC0-74,2, (not associated) ,,,,,,,,,,
F4:F5:D8:EA:9B:E2, 2018+AC0-02+AC0-28 18:33:45, 2018+AC0-02+AC0-28 18:33:46,+AC0-78,6, 54:88:0E:04:B1:C8,,,,,,,,,,
50:F0:D3:EF:D8:94, 2018+AC0-02+AC0-28 18:33:35, 2018+AC0-02+AC0-28 18:33:35,+AC0-72,1, 4C:09:D4:CE:59:35,,,,,,,,,,
8E:C1:3E:A9:C9:BC, 2018+AC0-02+AC0-28 18:33:35, 2018+AC0-02+AC0-28 18:33:36,+AC0-74,3, 00:25:00:FF:94:73,,,,,,,,,,
54:27:1E:C6:93:E6, 2018+AC0-02+AC0-28 18:33:36, 2018+AC0-02+AC0-28 18:33:36,+AC0-79,1, (not associated) ,,,,,,,,,,
00:05:CD:55:D7:C6, 2018+AC0-02+AC0-28 18:33:35, 2018+AC0-02+AC0-28 18:33:35,+AC0-87,1, 74:31:70:DF:82:F2,,,,,,,,,,
38:1D:D9:B0:F9:24, 2018+AC0-02+AC0-28 18:33:24, 2018+AC0-02+AC0-28 18:33:24,+AC0-70,3, (not associated) ,,,,,,,,,,
74:F0:6D:92:D9:F4, 2018+AC0-02+AC0-28 18:33:24, 2018+AC0-02+AC0-28 18:33:24,+AC0-82,4, (not associated) ,,,,,,,,,,
DC:56:E7:6B:65:F3, 2018+AC0-02+AC0-28 18:33:01, 2018+AC0-02+AC0-28 18:33:13,+AC0-81,3, 98:FC:11:AB:FB:44,,,,,,,,,,
F2:9E:CD:87:2E:D7, 2018+AC0-02+AC0-28 18:33:13, 2018+AC0-02+AC0-28 18:33:13,+AC0-87,1, (not associated) ,,,,,,,,,,
0C:51:01:75:DA:99, 2018+AC0-02+AC0-28 18:32:47, 2018+AC0-02+AC0-28 18:32:47,+AC0-1,1, 44:32:C8:33:C4:FA,,,,,,,,,,
04:D6:AA:7D:DE:18, 2018+AC0-02+AC0-28 18:32:46, 2018+AC0-02+AC0-28 18:32:46,+AC0-89,2, (not associated) ,,,,,,,,,,
8A:F0:28:95:4E:17, 2018+AC0-02+AC0-28 18:32:37, 2018+AC0-02+AC0-28 18:32:37,+AC0-75,1, 00:25:00:FF:94:73,,,,,,,,,,
C0:EE:FB:D2:3B:3E, 2018+AC0-02+AC0-28 18:32:25, 2018+AC0-02+AC0-28 18:32:26,+AC0-1,27, D4:CA:6D:55:95:AC,,,,,,,,,,
E8:AB:FA:49:5A:39, 2018+AC0-02+AC0-28 18:32:24, 2018+AC0-02+AC0-28 18:32:24,+AC0-66,6, 78:96:82:25:D2:65,,,,,,,,,,
10:08:C1:99:63:C0, 2018+AC0-02+AC0-28 18:32:26, 2018+AC0-02+AC0-28 18:32:27,+AC0-68,2, D8:B6:B7:D7:15:54,,,,,,,,,,
5A:BD:DF:3C:58:0A, 2018+AC0-02+AC0-28 18:32:00, 2018+AC0-02+AC0-28 18:32:24,+AC0-84,7, 00:25:00:FF:94:73,,,,,,,,,,
AC:89:95:7D:15:AD, 2018+AC0-02+AC0-28 18:32:15, 2018+AC0-02+AC0-28 18:32:15,+AC0-83,1, (not associated) , woonhotel,,,,,,,,,
3C:A9:F4:3F:2D:90, 2018+AC0-02+AC0-28 18:32:14, 2018+AC0-02+AC0-28 18:32:14,+AC0-89,2, (not associated) , Sitecom4282F6,,,,,,,,,
14:9D:09:29:6C:34, 2018+AC0-02+AC0-28 18:31:03, 2018+AC0-02+AC0-28 18:32:03,+AC0-74,5, (not associated) ,,,,,,,,,,
C0:EE:FB:ED:7D:70, 2018+AC0-02+AC0-28 18:31:28, 2018+AC0-02+AC0-28 18:32:03,+AC0-84,7, 00:1B:C5:09:A8:18,,,,,,,,,,
00:23:6C:94:B3:97, 2018+AC0-02+AC0-28 18:31:31, 2018+AC0-02+AC0-28 18:31:54,+AC0-1,8, AC:22:05:A2:92:65,,,,,,,,,,
D6:B7:77:1E:E4:10, 2018+AC0-02+AC0-28 18:31:52, 2018+AC0-02+AC0-28 18:31:53,+AC0-86,3, (not associated) ,,,,,,,,,,
CA:23:93:D0:F2:92, 2018+AC0-02+AC0-28 18:31:37, 2018+AC0-02+AC0-28 18:31:37,+AC0-79,2, (not associated) ,,,,,,,,,,
80:3F:5D:84:23:BE, 2018+AC0-02+AC0-28 18:31:27, 2018+AC0-02+AC0-28 18:31:27,+AC0-1,1, C0:D0:44:68:B7:D8,,,,,,,,,,
00:7E:56:1A:7E:C8, 2018+AC0-02+AC0-28 18:31:03, 2018+AC0-02+AC0-28 18:31:16,+AC0-77,4, (not associated) , ziggo+AC0-ap+AC0-6808438,,,,,,,,,
EC:10:7B:A6:A9:23, 2018+AC0-02+AC0-28 18:31:16, 2018+AC0-02+AC0-28 18:31:16,+AC0-80,3, 00:14:7F:72:79:0B,,,,,,,,,,
02:0F:B5:08:A4:96, 2018+AC0-02+AC0-28 18:31:15, 2018+AC0-02+AC0-28 18:31:15,+AC0-80,1, A0:EC:80:4A:CA:38,,,,,,,,,,
8C:F5:A3:08:A4:96, 2018+AC0-02+AC0-28 18:31:15, 2018+AC0-02+AC0-28 18:31:15,+AC0-80,2, E4:F4:C6:D8:30:CC,,,,,,,,,,
B0:65:BD:22:C4:CC, 2018+AC0-02+AC0-28 18:31:15, 2018+AC0-02+AC0-28 18:31:15,+AC0-80,1, (not associated) , SpeedTouch1529FE,,,,,,,,,
8C:70:5A:1D:58:CC, 2018+AC0-02+AC0-28 18:31:16, 2018+AC0-02+AC0-28 18:31:16,+AC0-82,5, (not associated) , UPC1398235,,,,,,,,,
C8:A8:23:0C:2D:A7, 2018+AC0-02+AC0-28 18:31:16, 2018+AC0-02+AC0-28 18:31:16,+AC0-85,2, 00:14:7F:72:79:0B,,,,,,,,,,
4C:66:41:7B:8C:41, 2018+AC0-02+AC0-28 18:31:15, 2018+AC0-02+AC0-28 18:31:15,+AC0-87,6, A0:EC:80:4A:CA:38,,,,,,,,,,
24:4B:03:2B:B3:4B, 2018+AC0-02+AC0-28 18:31:04, 2018+AC0-02+AC0-28 18:31:04,+AC0-1,1, A8:D3:F7:7D:C8:57,,,,,,,,,,
C8:02:10:19:16:30, 2018+AC0-02+AC0-28 18:31:05, 2018+AC0-02+AC0-28 18:31:05,+AC0-80,1, (not associated) ,,,,,,,,,,
00:0C:F6:8A:9D:21, 2018+AC0-02+AC0-28 18:31:05, 2018+AC0-02+AC0-28 18:31:05,+AC0-82,1, (not associated) , UPC1367213,,,,,,,,,
56:9F:66:73:A5:C5, 2018+AC0-02+AC0-28 18:30:17, 2018+AC0-02+AC0-28 18:30:17,+AC0-48,2, (not associated) ,,,,,,,,,,
18:F4:6A:1A:DA:7B, 2018+AC0-02+AC0-28 18:30:16, 2018+AC0-02+AC0-28 18:30:16,+AC0-84,1, A0:EC:80:44:A3:4B,,,,,,,,,,
AA:F2:C4:E1:A8:01, 2018+AC0-02+AC0-28 18:29:54, 2018+AC0-02+AC0-28 18:29:54,+AC0-52,6, (not associated) ,,,,,,,,,,
AC:AF:B9:09:DA:E2, 2018+AC0-02+AC0-28 18:29:53, 2018+AC0-02+AC0-28 18:29:53,+AC0-77,1, 88:D2:74:AA:C5:E1,,,,,,,,,,
DA:A1:19:04:9D:B5, 2018+AC0-02+AC0-28 18:29:53, 2018+AC0-02+AC0-28 18:29:53,+AC0-77,2, (not associated) ,,,,,,,,,,
64:EB:8C:5F:AA:F1, 2018+AC0-02+AC0-28 18:29:54, 2018+AC0-02+AC0-28 18:29:54,+AC0-80,1, (not associated) , HG655D+AC0-13CBFF,,,,,,,,,
28:C2:DD:0C:5D:29, 2018+AC0-02+AC0-28 18:29:53, 2018+AC0-02+AC0-28 18:29:53,+AC0-83,1, 2C:95:7F:56:9E:A3,,,,,,,,,,
48:D6:D5:14:C5:66, 2018+AC0-02+AC0-28 18:29:53, 2018+AC0-02+AC0-28 18:29:54,+AC0-83,6, (not associated) , Timmermans+AC0-gast,,,,,,,,,
B8:E9:37:20:D4:7B, 2018+AC0-02+AC0-28 18:29:43, 2018+AC0-02+AC0-28 18:29:43,+AC0-77,1, (not associated) , Sonos+AF8-0Ui97Ds1WOppvlGMQVvzlCUBZ9,,,,,,,,,
BE:65:81:2A:0A:CB, 2018+AC0-02+AC0-28 18:29:43, 2018+AC0-02+AC0-28 18:29:43,+AC0-81,2, (not associated) ,,,,,,,,,,
BC:41:01:15:3A:54, 2018+AC0-02+AC0-28 18:29:17, 2018+AC0-02+AC0-28 18:29:17,+AC0-75,3, (not associated) ,,,,,,,,,,
82:68:E4:D9:A5:53, 2018+AC0-02+AC0-28 18:29:07, 2018+AC0-02+AC0-28 18:29:07,+AC0-82,1, (not associated) ,,,,,,,,,,
E8:50:8B:8D:4E:20, 2018+AC0-02+AC0-28 18:28:54, 2018+AC0-02+AC0-28 18:28:54,+AC0-78,1, (not associated) ,,,,,,,,,,
32:FD:A1:6D:09:70, 2018+AC0-02+AC0-28 18:28:07, 2018+AC0-02+AC0-28 18:28:53,+AC0-81,14, 54:88:0E:06:9A:78,,,,,,,,,,
A4:4E:31:26:C3:0C, 2018+AC0-02+AC0-28 18:28:43, 2018+AC0-02+AC0-28 18:28:43,+AC0-1,1, D8:38:FC:05:1A:B8,,,,,,,,,,
52:CE:15:46:65:68, 2018+AC0-02+AC0-28 18:28:33, 2018+AC0-02+AC0-28 18:28:33,+AC0-54,1, (not associated) ,,,,,,,,,,
D8:BB:2C:C2:E7:D1, 2018+AC0-02+AC0-28 18:28:07, 2018+AC0-02+AC0-28 18:28:07,+AC0-85,2, 82:2A:A8:CA:8C:0A,,,,,,,,,,
E2:E1:12:6D:E5:00, 2018+AC0-02+AC0-28 18:27:57, 2018+AC0-02+AC0-28 18:27:57,+AC0-84,3, (not associated) ,,,,,,,,,,
F8:27:93:C7:C7:49, 2018+AC0-02+AC0-28 18:27:56, 2018+AC0-02+AC0-28 18:27:56,+AC0-85,1, (not associated) ,,,,,,,,,,
B4:18:D1:E8:CD:7F, 2018+AC0-02+AC0-28 18:27:55, 2018+AC0-02+AC0-28 18:27:55,+AC0-85,1, F0:9F:C2:A7:30:A5,,,,,,,,,,
5C:70:A3:5F:5B:91, 2018+AC0-02+AC0-28 18:27:57, 2018+AC0-02+AC0-28 18:27:57,+AC0-88,1, (not associated) ,,,,,,,,,,
EA:5C:BA:0D:6F:DC, 2018+AC0-02+AC0-28 18:27:46, 2018+AC0-02+AC0-28 18:27:46,+AC0-75,2, (not associated) ,,,,,,,,,,
A4:77:33:6D:8F:14, 2018+AC0-02+AC0-28 18:27:44, 2018+AC0-02+AC0-28 18:27:45,+AC0-81,7, 00:50:7F:AC:37:E8,,,,,,,,,,
DA:A1:19:39:44:E0, 2018+AC0-02+AC0-28 18:27:46, 2018+AC0-02+AC0-28 18:27:46,+AC0-88,1, (not associated) ,,,,,,,,,,
DA:A1:19:27:22:11, 2018+AC0-02+AC0-28 18:27:34, 2018+AC0-02+AC0-28 18:27:34,+AC0-64,3, (not associated) ,,,,,,,,,,
2A:39:DE:D6:FD:2B, 2018+AC0-02+AC0-28 18:27:35, 2018+AC0-02+AC0-28 18:27:36,+AC0-73,5, 00:25:00:FF:94:73,,,,,,,,,,
04:69:F8:A6:E8:3E, 2018+AC0-02+AC0-28 18:27:35, 2018+AC0-02+AC0-28 18:27:35,+AC0-81,3, 60:E3:27:5D:D3:0C,,,,,,,,,,
EE:08:6B:38:00:00, 2018+AC0-02+AC0-28 18:27:32, 2018+AC0-02+AC0-28 18:27:33,+AC0-83,2, E8:DE:27:8D:E1:27,,,,,,,,,,
CE:FA:76:3F:A7:B1, 2018+AC0-02+AC0-28 18:27:35, 2018+AC0-02+AC0-28 18:27:35,+AC0-85,1, 00:25:00:FF:94:73,,,,,,,,,,
F4:F5:D8:EA:92:76, 2018+AC0-02+AC0-28 18:27:36, 2018+AC0-02+AC0-28 18:27:36,+AC0-86,1, FA:8F:CA:95:49:3B,,,,,,,,,,
30:5A:3A:0F:D0:9A, 2018+AC0-02+AC0-28 18:27:23, 2018+AC0-02+AC0-28 18:27:23,+AC0-1,2, 46:D9:E7:D5:58:AB,,,,,,,,,,
FE:86:E3:0D:C5:CC, 2018+AC0-02+AC0-28 18:27:17, 2018+AC0-02+AC0-28 18:27:23,+AC0-69,4, 00:25:00:FF:94:73,,,,,,,,,,
C4:0B:CB:4F:27:25, 2018+AC0-02+AC0-28 18:27:20, 2018+AC0-02+AC0-28 18:27:25,+AC0-86,6, (not associated) , Jovika,CKE+AC0-PP,Joshua,ASUS+AF8-Guest1,,,,,,
6C:94:F8:DC:7A:BA, 2018+AC0-02+AC0-28 18:27:14, 2018+AC0-02+AC0-28 18:27:15,+AC0-87,6, AC:22:05:63:AB:2A,,,,,,,,,,
E0:AC:CB:F1:F2:57, 2018+AC0-02+AC0-28 18:26:39, 2018+AC0-02+AC0-28 18:27:03,+AC0-85,4, 38:FF:36:15:71:2C,,,,,,,,,,
20:F4:1B:25:1B:1A, 2018+AC0-02+AC0-28 18:26:56, 2018+AC0-02+AC0-28 18:26:57,+AC0-71,3, 02:11:87:27:46:41,,,,,,,,,,
58:7F:57:0C:07:73, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:45,+AC0-1,10, 44:32:C8:34:AB:C7,,,,,,,,,,
48:88:CA:04:B3:BA, 2018+AC0-02+AC0-28 18:26:22, 2018+AC0-02+AC0-28 18:26:46,+AC0-1,14, 38:FF:36:15:71:28,,,,,,,,,,
78:00:9E:E8:43:90, 2018+AC0-02+AC0-28 18:26:22, 2018+AC0-02+AC0-28 18:26:46,+AC0-1,7, 38:FF:36:15:71:28,,,,,,,,,,
FA:0B:1D:CF:AA:3E, 2018+AC0-02+AC0-28 18:26:45, 2018+AC0-02+AC0-28 18:26:45,+AC0-44,1, (not associated) ,,,,,,,,,,
F4:F5:DB:B3:C2:3D, 2018+AC0-02+AC0-28 18:26:45, 2018+AC0-02+AC0-28 18:26:45,+AC0-72,5, E8:40:F2:38:A4:14,,,,,,,,,,
C6:7F:D7:22:C0:F1, 2018+AC0-02+AC0-28 18:26:46, 2018+AC0-02+AC0-28 18:26:47,+AC0-80,2, 00:25:00:FF:94:73,,,,,,,,,,
E8:B2:AC:0E:CB:BB, 2018+AC0-02+AC0-28 18:26:45, 2018+AC0-02+AC0-28 18:26:45,+AC0-87,3, EA:40:F2:45:4E:50,,,,,,,,,,
A4:70:D6:98:C4:E8, 2018+AC0-02+AC0-28 18:26:35, 2018+AC0-02+AC0-28 18:26:36,+AC0-1,9, D4:CA:6D:55:95:AC,,,,,,,,,,
54:60:09:6A:22:50, 2018+AC0-02+AC0-28 18:26:34, 2018+AC0-02+AC0-28 18:26:35,+AC0-1,9, 84:9C:A6:2A:D1:9D,,,,,,,,,,
FC:F8:AE:7F:1F:93, 2018+AC0-02+AC0-28 18:26:34, 2018+AC0-02+AC0-28 18:26:35,+AC0-1,20, 84:9C:A6:2A:D1:9D,,,,,,,,,,
38:FF:36:15:84:78, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:33,+AC0-1,3, 88:79:7E:7A:86:E5,,,,,,,,,,
12:F4:D3:5D:9F:CB, 2018+AC0-02+AC0-28 18:26:34, 2018+AC0-02+AC0-28 18:26:34,+AC0-69,1, (not associated) ,,,,,,,,,,
00:08:22:F8:E3:FB, 2018+AC0-02+AC0-28 18:26:34, 2018+AC0-02+AC0-28 18:26:34,+AC0-80,1, (not associated) ,,,,,,,,,,
88:6B:6E:71:9E:E3, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:33,+AC0-85,1, E8:40:F2:84:A3:4E,,,,,,,,,,
B4:F6:1C:A7:AF:00, 2018+AC0-02+AC0-28 18:26:33, 2018+AC0-02+AC0-28 18:26:33,+AC0-85,1, E8:40:F2:84:A3:4E,,,,,,,,,,
D4:CA:6D:F0:8B:6B, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,+AC0-86,2, (not associated) , MikroTik,,,,,,,,,
88:79:7E:7A:86:E5, 2018+AC0-02+AC0-28 18:26:04, 2018+AC0-02+AC0-28 18:26:34,+AC0-87,24, 38:FF:36:15:84:78,,,,,,,,,,
F4:F1:5A:B5:D6:39, 2018+AC0-02+AC0-28 18:26:37, 2018+AC0-02+AC0-28 18:26:37,+AC0-90,1, (not associated) ,,,,,,,,,,
12:A9:3C:44:8E:EC, 2018+AC0-02+AC0-28 18:26:23, 2018+AC0-02+AC0-28 18:26:23,+AC0-67,3, (not associated) ,,,,,,,,,,
94:9F:3E:0D:14:1F, 2018+AC0-02+AC0-28 18:26:24, 2018+AC0-02+AC0-28 18:26:24,+AC0-68,2, (not associated) , Sonos+AF8-NsyoJNhHVBTXJnbldjPGMR94c6,,,,,,,,,
78:28:CA:15:62:D7, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:25,+AC0-78,1, (not associated) , Sonos+AF8-AYB8orVeai8TBzVvkhjEqYJBO7,,,,,,,,,
DC:BF:E9:51:21:67, 2018+AC0-02+AC0-28 18:26:25, 2018+AC0-02+AC0-28 18:26:25,+AC0-86,1, (not associated) , GameHouse,,,,,,,,,
0E:49:B1:08:4A:A5, 2018+AC0-02+AC0-28 18:26:26, 2018+AC0-02+AC0-28 18:26:26,+AC0-87,2, 00:25:00:FF:94:73,,,,,,,,,,
32:8D:CB:94:72:2A, 2018+AC0-02+AC0-28 18:26:14, 2018+AC0-02+AC0-28 18:26:14,+AC0-87,1, 00:00:00:00:00:00,,,,,,,,,,
C2:2C:F0:8C:D0:63, 2018+AC0-02+AC0-28 18:25:55, 2018+AC0-02+AC0-28 18:25:55,+AC0-74,2, (not associated) ,,,,,,,,,,
2C:0E:3D:8F:42:0B, 2018+AC0-02+AC0-28 18:25:53, 2018+AC0-02+AC0-28 18:25:53,+AC0-86,4, 38:FF:36:15:7D:AC,,,,,,,,,,
CE:45:D9:CC:CA:A0, 2018+AC0-02+AC0-28 18:25:55, 2018+AC0-02+AC0-28 18:25:55,+AC0-90,1, (not associated) ,,,,,,,,,,
00:03:E8:02:8E:F5, 2018+AC0-02+AC0-28 18:25:55, 2018+AC0-02+AC0-28 18:25:55,+AC0-91,1, 00:03:E8:02:9E:41, WS42896,,,,,,,,,
5C:51:81:5D:B5:85, 2018+AC0-02+AC0-28 18:25:47, 2018+AC0-02+AC0-28 18:25:47,+AC0-1,6, 38:FF:36:15:7D:A8,,,,,,,,,,
D2:5B:2D:BD:8D:A9, 2018+AC0-02+AC0-28 18:25:47, 2018+AC0-02+AC0-28 18:25:47,+AC0-67,8, (not associated) ,,,,,,,,,,
40:40:A7:26:2A:D3, 2018+AC0-02+AC0-28 18:25:47, 2018+AC0-02+AC0-28 18:25:47,+AC0-82,1, 38:FF:36:15:7D:A8,,,,,,,,,,
D2:25:B2:6F:AC:15, 2018+AC0-02+AC0-28 18:25:45, 2018+AC0-02+AC0-28 18:25:45,+AC0-86,2, (not associated) ,,,,,,,,,,
04:D6:AA:C6:8C:F4, 2018+AC0-02+AC0-28 18:25:45, 2018+AC0-02+AC0-28 18:25:45,+AC0-86,1, (not associated) ,,,,,,,,,,
92:B3:C4:CF:FF:A0, 2018+AC0-02+AC0-28 18:25:45, 2018+AC0-02+AC0-28 18:25:45,+AC0-86,1, (not associated) ,,,,,,,,,,
DE:02:2F:35:C9:9B, 2018+AC0-02+AC0-28 18:25:35, 2018+AC0-02+AC0-28 18:25:35,+AC0-68,4, (not associated) ,,,,,,,,,,
DA:A1:19:5E:31:C3, 2018+AC0-02+AC0-28 18:25:36, 2018+AC0-02+AC0-28 18:25:36,+AC0-77,1, (not associated) ,,,,,,,,,,
88:79:7E:96:F4:4D, 2018+AC0-02+AC0-28 18:25:35, 2018+AC0-02+AC0-28 18:25:35,+AC0-86,2, (not associated) ,,,,,,,,,,
F4:F5:D8:CB:07:48, 2018+AC0-02+AC0-28 18:25:36, 2018+AC0-02+AC0-28 18:25:36,+AC0-87,1, (not associated) ,,,,,,,,,,
6C:AB:31:57:DB:36, 2018+AC0-02+AC0-28 18:25:27, 2018+AC0-02+AC0-28 18:25:27,+AC0-1,5, D6:CA:6D:AB:7E:A8,,,,,,,,,,
04:D6:AA:02:E8:76, 2018+AC0-02+AC0-28 18:25:23, 2018+AC0-02+AC0-28 18:25:23,+AC0-1,1, 34:A8:4E:3A:85:51,,,,,,,,,,
DC:EF:CA:F0:12:2C, 2018+AC0-02+AC0-28 18:24:49, 2018+AC0-02+AC0-28 18:25:25,+AC0-1,4, 6C:3B:6B:5F:D9:6C,,,,,,,,,,
